employee_id,month,productivity_level,days_worked,performance_score,incident_count,incident_type,department,location,job_title,worker_type
77,2023-12,137.53228889788053,20,3.6,0,,Logistics,Citrusdal Pack House,Logistics Supervisor,Permanent
78,2023-12,143.25312932782413,17,3.2,0,,Citrus Production,Ceres,Tractor Driver,Permanent
79,2023-12,128.09342924952043,19,3.3,0,,Citrus Production,Citrusdal,Irrigation Specialist,Permanent
84,2023-12,116.32213545451769,19,3.3,0,,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent
86,2023-12,118.12072025593606,19,3.3,1,Tardiness,Administration,Ceres Pack House,Data Entry Clerk,Permanent
87,2023-12,128.59628124163456,17,3.1,0,,Citrus Production,Ceres,Irrigation Specialist,Permanent
88,2023-12,139.9148311040952,18,3.4,0,,Logistics,Ceres,Forklift Operator,Permanent
89,2023-12,131.41345752673473,16,3.1,0,,Administration,Citrusdal,Office Manager,Permanent
90,2023-12,152.38726848419972,19,3.5,0,,Citrus Production,Ceres,Farm Supervisor,Permanent
91,2023-12,122.97558382210384,19,3.3,0,,Logistics,Ceres Pack House,Warehouse Worker,Permanent
92,2023-12,109.85132372380757,14,2.9,0,,Cattle Farming,Dullstroom,Farm Hand,Permanent
93,2023-12,143.20706901180515,17,3.2,0,,Grape Production,Upington,Vineyard Supervisor,Permanent
94,2023-12,95.57565868498573,15,2.7,2,Policy Violation,Administration,Citrusdal,Admin Clerk,Contract
95,2023-12,143.6983540371288,19,3.4,0,,Citrus Production,Ceres,Harvester,Permanent
96,2023-12,129.86298817310896,10,2.4,0,,Maize Production,Graaff-Reinet,Crop Specialist,Contract
97,2023-12,142.7245862967618,20,3.6,0,,Logistics,Ceres Pack House,Driver,Permanent
99,2023-12,102.41243314258284,20,3.3,0,,Maintenance,Upington,Mechanic,Permanent
101,2023-12,114.24967385097686,19,3.2,0,,Maize Production,Graaff-Reinet,Farm Worker,Permanent
103,2023-12,97.82873143335063,19,3.2,0,,Cattle Farming,Dullstroom,Farm Hand,Permanent
106,2023-12,126.46117526036132,19,3.4,0,,Logistics,Upington,Warehouse Worker,Permanent
107,2023-12,112.46986856967682,17,3.1,0,,Maintenance,Citrusdal,Maintenance Worker,Contract
108,2023-12,125.30016335715227,20,3.5,1,Equipment Damage,Logistics,Ceres,Driver,Permanent
110,2023-12,121.33428890098301,18,3.1,0,,Citrus Production,Citrusdal,Harvester,Contract
112,2023-12,141.17248528043893,18,3.4,0,,Administration,Graaff-Reinet,HR Assistant,Permanent
114,2023-12,126.20732659446752,18,3.3,0,,Maintenance,Dullstroom,Equipment Technician,Permanent
116,2023-12,103.98754023045271,20,3.3,0,,Maintenance,Upington,Electrician,Permanent
117,2023-12,186.5029723112748,20,3.3,0,,Pack House Operations,Ceres Pack House,Logistics Coordinator,Permanent
119,2023-12,119.20955884487223,16,3.0,0,,Maintenance,Citrusdal Pack House,Mechanic,Contract
121,2023-12,150.64917796937468,20,3.6,0,,Grape Production,Upington,Vineyard Supervisor,Permanent
123,2023-12,125.01005296500625,16,3.1,1,Safety Incident,Maintenance,Upington,Maintenance Supervisor,Permanent
127,2023-12,112.22868241695771,15,2.9,0,,Maintenance,Ceres Pack House,Equipment Technician,Permanent
129,2023-12,128.15364226116546,18,3.3,0,,Administration,Citrusdal Pack House,Payroll Officer,Permanent
132,2023-12,124.9608932075159,17,3.2,0,,Maintenance,Dullstroom,Maintenance Supervisor,Permanent
135,2023-12,112.44728185612817,20,3.3,0,,Logistics,Ceres Pack House,Forklift Operator,Permanent
138,2023-12,119.8924515185399,12,2.7,0,,Administration,Ceres Pack House,Admin Clerk,Contract
140,2023-12,136.51025769723265,20,3.6,0,,Logistics,Citrusdal Pack House,Driver,Permanent
142,2023-12,139.08741866182166,20,3.5,0,,Citrus Production,Ceres,Farm Supervisor,Permanent
145,2023-12,115.24784676968675,18,3.2,0,,Logistics,Ceres Pack House,Dispatcher,Permanent
147,2023-12,122.4693722503493,20,3.4,0,,Logistics,Graaff-Reinet,Forklift Operator,Permanent
158,2023-12,122.38012197867,20,3.4,0,,Administration,Citrusdal,Admin Clerk,Permanent
160,2023-12,132.07446159262764,19,3.3,0,,Maize Production,Graaff-Reinet,Tractor Driver,Permanent
161,2023-12,128.00152068534814,20,3.4,0,,Grape Production,Upington,Pruner,Permanent
163,2023-12,151.65499939485812,19,3.6,0,,Administration,Ceres Pack House,Data Entry Clerk,Permanent
164,2023-12,127.42689811236559,18,3.2,0,,Citrus Production,Ceres,Farm Worker,Permanent
166,2023-12,107.96191298964546,19,3.3,0,,Cattle Farming,Dullstroom,Farm Hand,Permanent
169,2023-12,108.03549209516882,18,3.1,2,Equipment Damage,Administration,Dullstroom,Data Entry Clerk,Contract
172,2023-12,112.9338775960781,17,3.2,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
174,2023-12,121.13122215944773,17,3.1,0,,Maintenance,Citrusdal,Mechanic,Permanent
175,2023-12,194.239726972493,20,3.4,0,,Pack House Operations,Ceres,Logistics Coordinator,Permanent
176,2023-12,116.42673822585566,18,3.2,0,,Maintenance,Citrusdal,Electrician,Permanent
177,2023-12,167.87527440204656,18,3.0,0,,Pack House Operations,Citrusdal Pack House,Sorter,Contract
180,2023-12,159.91017279016924,17,3.5,0,,Administration,Dullstroom,Data Entry Clerk,Permanent
182,2023-12,126.14612733087917,20,3.5,0,,Administration,Citrusdal,Admin Clerk,Permanent
183,2023-12,115.11936900558686,10,2.4,0,,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent
184,2023-12,115.43458452076554,11,2.5,0,,Logistics,Ceres,Dispatcher,Permanent
186,2023-12,125.60866616630831,18,3.3,2,Policy Violation,Logistics,Citrusdal,Logistics Supervisor,Permanent
188,2023-12,120.34683329075344,19,3.2,0,,Citrus Production,Citrusdal,Farm Supervisor,Permanent
193,2023-12,111.01564435095862,19,3.2,2,Safety Incident,Logistics,Upington,Warehouse Worker,Permanent
201,2023-12,115.05222274537856,20,3.4,0,,Logistics,Ceres,Logistics Supervisor,Permanent
203,2023-12,101.07327290807677,20,3.2,0,,Administration,Ceres,Office Manager,Permanent
207,2023-12,220.5015484091859,20,3.5,0,,Pack House Operations,Ceres,Packer,Permanent
208,2023-12,125.79452786642415,17,3.2,0,,Logistics,Citrusdal,Forklift Operator,Permanent
211,2023-12,142.8267730977421,20,3.6,0,,Administration,Graaff-Reinet,HR Assistant,Permanent
213,2023-12,132.71835659386014,20,3.5,0,,Administration,Citrusdal,Payroll Officer,Permanent
220,2023-12,137.59860618265597,15,3.1,0,,Maintenance,Citrusdal,Maintenance Supervisor,Permanent
222,2023-12,123.70876031908772,19,3.4,0,,Logistics,Upington,Warehouse Worker,Permanent
227,2023-12,137.52027591740801,18,3.4,0,,Maintenance,Graaff-Reinet,Equipment Technician,Permanent
228,2023-12,185.75268506136499,19,3.2,0,,Pack House Operations,Ceres,Floor Supervisor,Permanent
229,2023-12,139.96733167150586,18,3.4,0,,Logistics,Ceres Pack House,Logistics Supervisor,Permanent
230,2023-12,107.84205022346987,13,2.6,0,,Logistics,Ceres,Logistics Supervisor,Contract
231,2023-12,92.03773533553002,13,2.5,0,,Maintenance,Dullstroom,Electrician,Contract
232,2023-12,110.65431346799052,19,3.2,0,,Administration,Ceres,Admin Clerk,Permanent
235,2023-12,119.22996859306964,14,2.8,0,,Administration,Ceres Pack House,Payroll Officer,Permanent
237,2023-12,174.84943949818077,18,3.6,0,,Citrus Production,Citrusdal,Farm Worker,Permanent
238,2023-12,119.06799235662184,13,2.7,0,,Maintenance,Ceres Pack House,Electrician,Permanent
245,2023-12,233.7331103452582,20,3.6,0,,Pack House Operations,Ceres Pack House,Machine Operator,Permanent
249,2023-12,149.5508235377094,20,3.7,0,,Maintenance,Upington,Mechanic,Permanent
250,2023-12,111.37090035805201,20,3.3,0,,Logistics,Citrusdal Pack House,Dispatcher,Permanent
251,2023-12,120.26836711022618,17,3.1,0,,Administration,Graaff-Reinet,Data Entry Clerk,Permanent
253,2023-12,148.34372320412606,20,3.5,0,,Citrus Production,Citrusdal,Tractor Driver,Permanent
255,2023-12,145.61936706922612,17,3.4,0,,Administration,Dullstroom,Office Manager,Permanent
256,2023-12,183.33209388278317,19,3.2,0,,Pack House Operations,Ceres Pack House,Quality Inspector,Permanent
257,2023-12,128.77891718996474,14,2.8,0,,Citrus Production,Citrusdal,Farm Worker,Contract
259,2023-12,124.80118764518083,20,3.3,0,,Grape Production,Upington,Vineyard Worker,Contract
262,2023-12,119.56009501092588,16,3.0,0,,Maintenance,Dullstroom,Maintenance Worker,Permanent
263,2023-12,233.19769263462774,17,3.3,0,,Pack House Operations,Citrusdal Pack House,Packer,Permanent
265,2023-12,129.48181110889408,20,3.5,0,,Logistics,Ceres Pack House,Forklift Operator,Permanent
266,2023-12,142.77371517254548,20,3.6,0,,Maintenance,Citrusdal Pack House,Mechanic,Permanent
267,2023-12,168.72479133942434,16,2.9,0,,Pack House Operations,Ceres Pack House,Floor Supervisor,Contract
268,2023-12,129.8936454271901,13,2.8,0,,Logistics,Citrusdal,Warehouse Worker,Permanent
272,2023-12,130.79012293845767,20,3.4,0,,Grape Production,Upington,Vineyard Supervisor,Permanent
273,2023-12,119.91581020087217,20,3.4,0,,Logistics,Upington,Warehouse Worker,Permanent
275,2023-12,137.78695258642105,20,3.6,0,,Maintenance,Dullstroom,Maintenance Worker,Permanent
276,2023-12,169.49183339725624,20,3.2,0,,Pack House Operations,Citrusdal Pack House,Sorter,Permanent
279,2023-12,126.7893742470969,18,3.2,0,,Grape Production,Upington,Harvester,Permanent
281,2023-12,138.8655247726096,16,3.2,0,,Logistics,Citrusdal,Dispatcher,Permanent
283,2023-12,131.71308267534002,18,3.3,0,,Administration,Citrusdal Pack House,Admin Clerk,Permanent
285,2023-12,101.88530113014617,18,3.2,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
286,2023-12,106.73324844500124,20,3.2,0,,Grape Production,Upington,Vineyard Worker,Permanent
290,2023-12,117.4958104883615,18,3.2,0,,Maintenance,Upington,Equipment Technician,Permanent
291,2023-12,94.4068929696508,17,2.9,0,,Administration,Ceres Pack House,Admin Clerk,Permanent
293,2023-12,120.40748824039643,17,3.0,0,,Citrus Production,Citrusdal,Harvester,Contract
294,2023-12,132.4689202787796,20,3.5,0,,Administration,Graaff-Reinet,Office Manager,Permanent
295,2023-12,124.23431868954654,20,3.5,0,,Administration,Graaff-Reinet,Data Entry Clerk,Permanent
296,2023-12,146.68822663761696,20,3.7,0,,Maintenance,Dullstroom,Mechanic,Permanent
298,2023-12,144.65222960486224,20,3.5,0,,Citrus Production,Citrusdal,Tractor Driver,Permanent
299,2023-12,168.55438493064528,20,3.2,0,,Pack House Operations,Ceres,Floor Supervisor,Permanent
301,2023-12,134.52901301448412,11,2.8,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
303,2023-12,138.50570744873713,20,3.6,0,,Administration,Dullstroom,Office Manager,Permanent
307,2023-12,118.10440006218155,17,3.0,2,Unauthorized Absence,Citrus Production,Citrusdal,Farm Worker,Contract
309,2023-12,114.8885094112922,20,3.4,0,,Administration,Citrusdal,Admin Clerk,Permanent
314,2023-12,124.01066030675146,18,3.3,0,,Maintenance,Dullstroom,Electrician,Contract
315,2023-12,113.21022685323715,19,3.3,0,,Maintenance,Upington,Electrician,Permanent
317,2023-12,133.2881873258974,20,3.5,0,,Logistics,Upington,Driver,Permanent
318,2023-12,117.9058838271178,18,3.2,0,,Maintenance,Ceres,Maintenance Worker,Permanent
320,2023-12,132.038131048717,20,3.5,0,,Maintenance,Dullstroom,Maintenance Worker,Permanent
321,2023-12,137.71634813866515,19,3.6,2,Unauthorized Absence,Cattle Farming,Dullstroom,Cattle Herder,Permanent
322,2023-12,132.726407783758,18,3.2,0,,Maize Production,Graaff-Reinet,Field Supervisor,Permanent
327,2023-12,107.132545095023,18,3.1,0,,Logistics,Upington,Driver,Permanent
328,2023-12,131.47158377085333,18,3.3,0,,Logistics,Ceres Pack House,Forklift Operator,Permanent
330,2023-12,153.04075977804166,19,3.6,0,,Logistics,Citrusdal,Warehouse Worker,Permanent
332,2023-12,108.11599094459915,13,2.6,0,,Maintenance,Upington,Electrician,Permanent
333,2023-12,121.61860661659512,19,3.2,0,,Grape Production,Upington,Vineyard Supervisor,Permanent
334,2023-12,131.78650950491894,19,3.4,0,,Administration,Ceres,Payroll Officer,Permanent
336,2023-12,126.86643533156753,20,3.5,0,,Logistics,Citrusdal,Forklift Operator,Permanent
340,2023-12,93.70400396679919,20,3.3,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
343,2023-12,126.82084689014032,19,3.4,0,,Administration,Ceres Pack House,HR Assistant,Permanent
346,2023-12,178.16899876595394,18,3.1,0,,Pack House Operations,Ceres Pack House,Floor Supervisor,Permanent
354,2023-12,110.73882036032029,20,3.3,0,,Administration,Dullstroom,Admin Clerk,Permanent
355,2023-12,111.7510116790511,19,3.2,0,,Logistics,Citrusdal,Forklift Operator,Permanent
356,2023-12,135.77889967263502,18,3.4,0,,Maintenance,Ceres,Maintenance Worker,Permanent
357,2023-12,201.44439651340886,19,3.3,0,,Pack House Operations,Ceres Pack House,Logistics Coordinator,Permanent
360,2023-12,98.47350335259816,18,3.0,0,,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent
362,2023-12,96.49583753710822,18,3.0,0,,Maintenance,Upington,Electrician,Permanent
363,2023-12,128.59631462313837,18,3.3,0,,Logistics,Citrusdal Pack House,Warehouse Worker,Permanent
366,2023-12,110.11049409223132,12,2.6,0,,Administration,Ceres Pack House,Payroll Officer,Contract
367,2023-12,139.87542798864595,19,3.5,0,,Maintenance,Citrusdal Pack House,Maintenance Supervisor,Permanent
368,2023-12,106.67710463610064,19,3.2,0,,Maintenance,Citrusdal,Maintenance Worker,Permanent
372,2023-12,119.36343627962951,15,2.9,0,,Maintenance,Upington,Equipment Technician,Permanent
373,2023-12,142.80871445153264,20,3.6,0,,Logistics,Ceres Pack House,Logistics Supervisor,Permanent
375,2023-12,111.41955026095114,13,2.7,1,Equipment Damage,Maintenance,Upington,Maintenance Worker,Contract
377,2023-12,131.76441207094777,18,3.3,0,,Administration,Graaff-Reinet,Office Manager,Permanent
384,2023-12,142.1001684328138,19,3.5,0,,Administration,Graaff-Reinet,Office Manager,Permanent
385,2023-12,146.5369804933985,19,3.6,0,,Maintenance,Graaff-Reinet,Equipment Technician,Permanent
388,2023-12,137.2176191746808,19,3.5,0,,Administration,Ceres,Data Entry Clerk,Permanent
389,2023-12,109.56975655596975,20,3.3,0,,Administration,Graaff-Reinet,Data Entry Clerk,Permanent
396,2023-12,99.25582264969472,20,3.2,0,,Maintenance,Dullstroom,Maintenance Supervisor,Permanent
398,2023-12,129.1620788387105,20,3.4,0,,Citrus Production,Citrusdal,Irrigation Specialist,Permanent
401,2023-12,116.35285650440882,16,3.0,1,Policy Violation,Maintenance,Dullstroom,Electrician,Permanent
402,2023-12,117.03793440395954,20,3.5,0,,Cattle Farming,Dullstroom,Cattle Herder,Permanent
406,2023-12,198.0901589697874,20,3.4,0,,Pack House Operations,Citrusdal Pack House,Floor Supervisor,Permanent
407,2023-12,194.06731916952683,16,3.0,0,,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Contract
408,2023-12,160.39858805391134,17,3.5,0,,Maintenance,Citrusdal,Equipment Technician,Permanent
409,2023-12,144.55081139965603,20,3.6,0,,Administration,Upington,Admin Clerk,Permanent
410,2023-12,153.991016918568,20,3.7,0,,Maintenance,Ceres,Mechanic,Permanent
411,2023-12,137.9164659167833,20,3.6,0,,Logistics,Citrusdal Pack House,Forklift Operator,Permanent
413,2023-12,124.33743516807571,16,3.2,0,,Cattle Farming,Dullstroom,Milking Technician,Permanent
414,2023-12,207.66872727779463,20,3.5,0,,Pack House Operations,Ceres Pack House,Machine Operator,Permanent
416,2023-12,116.84961140068152,16,3.0,0,,Logistics,Upington,Driver,Permanent
417,2023-12,102.18953368560499,19,3.2,0,,Maintenance,Citrusdal Pack House,Mechanic,Permanent
418,2023-12,106.06240611541115,19,3.2,0,,Maintenance,Citrusdal Pack House,Equipment Technician,Permanent
420,2023-12,134.76953279170027,16,3.2,0,,Logistics,Upington,Dispatcher,Permanent
424,2023-12,118.99644307029834,14,2.8,0,,Logistics,Citrusdal Pack House,Dispatcher,Contract
431,2023-12,120.0613442186379,19,3.3,0,,Logistics,Upington,Dispatcher,Contract
437,2023-12,156.74609560309727,20,3.8,0,,Logistics,Upington,Logistics Supervisor,Permanent
438,2023-12,123.53892659001147,15,3.1,0,,Cattle Farming,Dullstroom,Milking Technician,Permanent
439,2023-12,117.41487932214312,20,3.4,0,,Maintenance,Dullstroom,Maintenance Supervisor,Permanent
440,2023-12,136.1590799965198,19,3.6,0,,Cattle Farming,Dullstroom,Farm Hand,Permanent
443,2023-12,139.71041197619635,19,3.5,0,,Logistics,Citrusdal,Driver,Permanent
445,2023-12,122.44736986828656,20,3.4,0,,Maintenance,Upington,Maintenance Supervisor,Permanent
450,2023-12,111.34210500566954,20,3.3,0,,Administration,Graaff-Reinet,Office Manager,Permanent
451,2023-12,103.4458525654825,18,3.1,0,,Administration,Graaff-Reinet,Payroll Officer,Permanent
452,2023-12,131.65997190255857,20,3.5,0,,Maintenance,Dullstroom,Mechanic,Permanent
455,2023-12,149.18714071791,19,3.6,0,,Logistics,Ceres,Warehouse Worker,Permanent
457,2023-12,152.2900529029203,17,3.4,0,,Administration,Graaff-Reinet,Office Manager,Permanent
460,2023-12,106.17914064490417,20,3.3,0,,Logistics,Upington,Forklift Operator,Permanent
461,2023-12,119.17688559499356,19,3.3,0,,Administration,Citrusdal Pack House,Payroll Officer,Permanent
462,2023-12,120.28599403131045,16,3.0,0,,Maintenance,Upington,Maintenance Supervisor,Permanent
464,2023-12,134.81115093380586,20,3.6,0,,Maintenance,Dullstroom,Equipment Technician,Permanent
465,2023-12,126.83565833881549,20,3.5,0,,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent
466,2023-12,106.45653718641466,13,2.6,0,,Maintenance,Dullstroom,Maintenance Supervisor,Contract
469,2023-12,127.47996644979109,20,3.5,0,,Administration,Citrusdal,Office Manager,Permanent
470,2023-12,111.58860374939883,16,3.0,0,,Maintenance,Dullstroom,Maintenance Supervisor,Permanent
472,2023-12,193.183553280342,14,2.8,0,,Pack House Operations,Ceres,Floor Supervisor,Permanent
475,2023-12,186.25622853661213,17,3.1,0,,Pack House Operations,Ceres,Packer,Contract
476,2023-12,127.92049324007058,20,3.5,0,,Administration,Upington,Office Manager,Contract
482,2023-12,134.45092164381276,19,3.3,0,,Grape Production,Upington,Viticulturist,Permanent
485,2023-12,133.11848706367303,19,3.4,0,,Administration,Upington,Admin Clerk,Permanent
486,2023-12,109.61577066236983,14,2.7,0,,Logistics,Citrusdal,Logistics Supervisor,Contract
489,2023-12,151.65379014324716,19,3.6,0,,Logistics,Citrusdal Pack House,Logistics Supervisor,Permanent
490,2023-12,143.43586902180323,20,3.5,2,Safety Incident,Citrus Production,Citrusdal,Irrigation Specialist,Permanent
492,2023-12,141.69578437686175,17,3.3,0,,Logistics,Ceres Pack House,Logistics Supervisor,Permanent
494,2023-12,131.6911399313667,19,3.4,0,,Administration,Upington,Office Manager,Permanent
495,2023-12,138.40863716129664,17,3.3,0,,Administration,Ceres Pack House,HR Assistant,Permanent
499,2023-12,139.57635344562755,13,2.9,0,,Logistics,Ceres,Driver,Permanent
505,2023-12,122.67588494656316,14,2.9,0,,Administration,Graaff-Reinet,HR Assistant,Permanent
507,2023-12,144.0208078837437,19,3.5,0,,Logistics,Citrusdal Pack House,Driver,Permanent
508,2023-12,117.02768877078535,19,3.4,0,,Cattle Farming,Dullstroom,Animal Care Specialist,Permanent
513,2023-12,224.005450573511,20,3.5,0,,Pack House Operations,Ceres Pack House,Quality Inspector,Permanent
515,2023-12,120.05791021275228,14,2.8,0,,Maintenance,Upington,Maintenance Supervisor,Contract
519,2023-12,148.1891087924649,17,3.4,0,,Administration,Graaff-Reinet,Data Entry Clerk,Permanent
524,2023-12,106.32896089797615,17,3.0,0,,Maintenance,Upington,Equipment Technician,Contract
525,2023-12,132.18624885230219,16,3.1,0,,Maintenance,Ceres Pack House,Maintenance Worker,Permanent
532,2023-12,103.66463956434112,20,3.4,0,,Cattle Farming,Dullstroom,Farm Hand,Permanent
533,2023-12,122.7572566743216,17,3.2,0,,Administration,Citrusdal,Office Manager,Permanent
535,2023-12,119.52940175022331,18,3.2,0,,Administration,Upington,Data Entry Clerk,Permanent
537,2023-12,119.32077918972405,20,3.4,0,,Administration,Ceres,Data Entry Clerk,Permanent
538,2023-12,120.3565396416991,20,3.4,2,Safety Incident,Administration,Ceres Pack House,Payroll Officer,Permanent
546,2023-12,144.14601697147728,18,3.3,0,,Grape Production,Upington,Pruner,Permanent
551,2023-12,117.69740334670755,20,3.4,0,,Maintenance,Citrusdal Pack House,Maintenance Worker,Contract
553,2023-12,117.99872881255884,20,3.4,0,,Maintenance,Ceres Pack House,Maintenance Supervisor,Permanent
555,2023-12,107.58047275908051,18,3.1,0,,Administration,Ceres,Admin Clerk,Permanent
556,2023-12,147.94912930906892,19,3.6,0,,Logistics,Citrusdal Pack House,Driver,Permanent
557,2023-12,148.4036994541274,20,3.7,0,,Maintenance,Ceres,Electrician,Permanent
558,2023-12,138.49550257248822,18,3.6,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
559,2023-12,108.50313222037354,15,2.8,0,,Logistics,Citrusdal,Dispatcher,Permanent
560,2023-12,109.92121004875594,20,3.3,0,,Administration,Citrusdal,Payroll Officer,Permanent
564,2023-12,108.43241958016505,20,3.3,0,,Administration,Ceres,Payroll Officer,Permanent
567,2023-12,143.98833404511103,20,3.5,0,,Grape Production,Upington,Viticulturist,Permanent
572,2023-12,127.1959183738305,20,3.5,0,,Administration,Ceres,Admin Clerk,Permanent
575,2023-12,121.4863182091642,20,3.3,0,,Citrus Production,Citrusdal,Tractor Driver,Permanent
576,2023-12,135.83071469727534,17,3.3,0,,Administration,Dullstroom,Office Manager,Permanent
580,2023-12,206.72890086366732,15,3.0,2,Unauthorized Absence,Pack House Operations,Ceres Pack House,Logistics Coordinator,Contract
581,2023-12,127.0815056314761,12,2.7,0,,Maintenance,Ceres Pack House,Maintenance Worker,Permanent
585,2023-12,146.27506593573568,20,3.7,0,,Logistics,Ceres Pack House,Logistics Supervisor,Permanent
586,2023-12,115.03064412557214,15,2.9,1,Unauthorized Absence,Administration,Citrusdal Pack House,Admin Clerk,Permanent
587,2023-12,108.75363126086216,17,3.2,0,,Cattle Farming,Dullstroom,Farm Hand,Contract
589,2023-12,100.18622387874743,13,2.6,0,,Maintenance,Citrusdal,Equipment Technician,Contract
590,2023-12,111.69599999415193,19,3.4,1,Tardiness,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
597,2023-12,119.49835572668101,15,2.9,0,,Logistics,Ceres Pack House,Forklift Operator,Permanent
598,2023-12,147.23567583194938,18,3.3,0,,Maize Production,Graaff-Reinet,Tractor Driver,Permanent
600,2023-12,104.43443819211186,20,3.3,1,Policy Violation,Maintenance,Citrusdal Pack House,Equipment Technician,Permanent
601,2023-12,137.86383174194034,17,3.2,0,,Grape Production,Upington,Viticulturist,Permanent
602,2023-12,125.91424381317975,14,2.9,0,,Maintenance,Ceres Pack House,Maintenance Supervisor,Permanent
605,2023-12,152.9089193755729,19,3.6,0,,Maintenance,Citrusdal Pack House,Maintenance Supervisor,Permanent
607,2023-12,122.11042179429083,19,3.3,0,,Maintenance,Upington,Electrician,Permanent
609,2023-12,145.4546723032428,18,3.5,0,,Logistics,Citrusdal Pack House,Dispatcher,Permanent
611,2023-12,119.61633481395263,17,3.1,0,,Logistics,Graaff-Reinet,Driver,Contract
612,2023-12,164.24933359222672,20,3.7,0,,Citrus Production,Ceres,Irrigation Specialist,Permanent
614,2023-12,158.55788237867773,18,3.6,0,,Administration,Dullstroom,Admin Clerk,Permanent
617,2023-12,212.0132560430376,15,3.0,0,,Pack House Operations,Ceres,Packer,Permanent
618,2023-12,192.15947458231304,20,3.4,0,,Pack House Operations,Ceres,Machine Operator,Permanent
619,2023-12,133.8846356304766,18,3.4,0,,Maintenance,Graaff-Reinet,Mechanic,Permanent
620,2023-12,140.24896524348347,19,3.5,0,,Logistics,Citrusdal Pack House,Logistics Supervisor,Permanent
623,2023-12,151.11069971601236,19,3.5,0,,Grape Production,Upington,Pruner,Permanent
625,2023-12,123.75277327944232,18,3.3,0,,Logistics,Graaff-Reinet,Dispatcher,Permanent
626,2023-12,102.0557086156617,19,3.2,0,,Maintenance,Graaff-Reinet,Maintenance Supervisor,Permanent
628,2023-12,120.33124005804609,19,3.3,0,,Logistics,Citrusdal Pack House,Dispatcher,Permanent
637,2023-12,123.7143229949194,15,3.0,0,,Maintenance,Citrusdal,Maintenance Supervisor,Contract
638,2023-12,139.22872646310572,19,3.5,0,,Maintenance,Upington,Equipment Technician,Permanent
640,2023-12,113.38572091673873,13,2.7,0,,Maintenance,Ceres Pack House,Maintenance Worker,Permanent
646,2023-12,135.18937587921204,18,3.2,0,,Grape Production,Upington,Pruner,Permanent
650,2023-12,161.29354702158906,18,3.6,0,,Maintenance,Upington,Maintenance Worker,Permanent
652,2023-12,103.51142380611003,13,2.6,1,Equipment Damage,Maintenance,Upington,Maintenance Supervisor,Contract
653,2023-12,133.37404372681107,19,3.3,0,,Grape Production,Upington,Harvester,Permanent
658,2023-12,140.53373892926652,19,3.5,0,,Administration,Dullstroom,Office Manager,Permanent
660,2023-12,106.50431340503418,17,3.0,0,,Logistics,Ceres,Warehouse Worker,Contract
662,2023-12,123.66983696988243,19,3.4,0,,Maintenance,Graaff-Reinet,Maintenance Supervisor,Permanent
663,2023-12,134.009905064453,19,3.5,0,,Administration,Upington,Admin Clerk,Permanent
674,2023-12,146.17120435016807,16,3.1,0,,Citrus Production,Citrusdal,Farm Worker,Permanent
675,2023-12,134.54254144436484,20,3.6,0,,Maintenance,Citrusdal,Maintenance Supervisor,Permanent
676,2023-12,148.99542985596221,20,3.7,0,,Administration,Ceres Pack House,Admin Clerk,Permanent
677,2023-12,177.33203268031963,18,3.1,0,,Pack House Operations,Citrusdal Pack House,Quality Inspector,Contract
686,2023-12,116.57559756195631,17,3.1,2,Equipment Damage,Logistics,Citrusdal,Logistics Supervisor,Permanent
688,2023-12,126.38979607250012,20,3.5,0,,Logistics,Upington,Driver,Permanent
692,2023-12,140.49794184354934,13,2.9,0,,Administration,Upington,Payroll Officer,Permanent
693,2023-12,133.9525549415141,20,3.5,0,,Logistics,Ceres Pack House,Forklift Operator,Permanent
695,2023-12,117.87165911572728,16,3.0,0,,Maintenance,Citrusdal,Maintenance Worker,Contract
701,2023-12,139.5459881061206,20,3.6,0,,Administration,Dullstroom,HR Assistant,Permanent
702,2023-12,148.47394404720836,20,3.7,0,,Logistics,Ceres Pack House,Driver,Permanent
703,2023-12,133.02877009304268,18,3.3,0,,Maintenance,Dullstroom,Maintenance Supervisor,Permanent
704,2023-12,109.838477186641,18,3.3,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
706,2023-12,150.83370917838602,20,3.6,0,,Grape Production,Upington,Harvester,Permanent
707,2023-12,120.84794673593645,14,2.7,0,,Maize Production,Graaff-Reinet,Crop Specialist,Contract
709,2023-12,137.14169660031635,13,2.9,0,,Administration,Ceres,Office Manager,Permanent
713,2023-12,123.98057390843775,16,3.1,0,,Maintenance,Ceres Pack House,Electrician,Contract
716,2023-12,105.07753124231093,20,3.3,0,,Maintenance,Graaff-Reinet,Maintenance Supervisor,Permanent
718,2023-12,131.7431516066617,20,3.5,0,,Administration,Citrusdal Pack House,Admin Clerk,Permanent
